tx_id,batch_id,event_id,tx_hash,block_number,tx_time,smart_contract_event,contract_address,wallet_from,wallet_to,gas_fee,verification_status,on_chain_flag
TX-0000276,BATCH-2025-0036,EVT-000503,0xd35defefeba60ccf46d409b43470426f2fb3456bde95d6a1cc361f54f073efa1,18751104,2025-03-12T20:41:20+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x1ddac7bc90a4bba249ccc381ec58018452208ec1,0x1f61711affbd7c3637b48ce9dbdb52233d6c5662,0.00181,verified,1
TX-0000277,BATCH-2025-0036,EVT-000505,0x5f939fa18aaa68f68b774ba3a1d747e4ed927c4ce8fa798720ab3e8fb1cf6ff8,18750277,2025-03-16T06:27:36+07:00,PackingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x1ddac7bc90a4bba249ccc381ec58018452208ec1,0x077f3d9fe6c64e319e042886899ca68d33434c5a,0.00095,pending,1
TX-0000278,BATCH-2025-0036,EVT-000505,0x73b50b9a4d5701de02466126f532ade183eca0004dec5a532616ad4c7761cee8,18751668,2025-03-16T07:39:36+07:00,PackingCompletedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2ac1044c00515492b5c72e8ab57cb0990bb8826e,0x50674966ef08ad646d00ff29518df9a8db5071a6,0.005563,verified,1
TX-0000279,BATCH-2025-0036,EVT-000506,0xef988224db5003f48dd8a7adc0e84d9597841ecab395e04745d10bde09812965,18750837,2025-03-17T02:52:07+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x1ddac7bc90a4bba249ccc381ec58018452208ec1,0x7dd16409dcf043e06a49a0eae1885d16ac970b6b,0.001491,verified,1
TX-0000280,BATCH-2025-0036,EVT-000508,0x308f6df43540fdb7234df98a236704b09c7e1e9dfbd9b32ce4a65189e96ba2c8,18750840,2025-03-19T02:46:13+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa1f5c168921deaf093b44fedc90065a983a65d87,0x67d6625aec3b0dec4e94fc0f20055745fc4bc871,0.003588,verified,1
TX-0000281,BATCH-2025-0037,EVT-000511,0xd3b97a5fe1a6dbcafd40d1759831fa1bed2500a14534ebc5a0cfed937aaaa2b1,18750281,2025-03-18T06:08:04+07:00,WeightRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a8464535c50bc621e47cd147f08979f4566794b,0x077f3d9fe6c64e319e042886899ca68d33434c5a,0.001052,verified,1
TX-0000282,BATCH-2025-0037,EVT-000512,0x99f041938bae8ae9d1b2380db98c17f74080f43cf7584670050005cebd7c6330,18750282,2025-03-18T18:03:40+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a8464535c50bc621e47cd147f08979f4566794b,0xaa63b211ecf3ca91dbd4986f1c1be44012ed5635,0.001771,verified,1
TX-0000283,BATCH-2025-0037,EVT-000513,0x5d7e4b7f7567df94d25f9aa2e0e02a9f1a763186653f71d122fc8e1319888fd3,18750566,2025-03-22T06:22:46+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a8464535c50bc621e47cd147f08979f4566794b,0x07dabd492e2e8c760006f443020fd2038132a6f6,0.002695,verified,1
TX-0000284,BATCH-2025-0037,EVT-000515,0x7d707421fe36017d647a90809e9fff7d7887ed06eca9356d952eb464305db0bf,18751136,2025-03-25T19:29:35+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a8464535c50bc621e47cd147f08979f4566794b,0x6cc44eb2ed41a0e4ce58ebd34572f2a35818e3fd,0.00218,verified,1
TX-0000285,BATCH-2025-0037,EVT-000516,0x2d3272e6b678a7392caa4d97fc6db47a498bfe17077b0b2acc68ed8dd43c7917,18750285,2025-03-26T05:36:41+07:00,StorageRegistered,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a8464535c50bc621e47cd147f08979f4566794b,0xe29b58e3076f742fd35621e9daa5c5dc80c85dac,0.004034,verified,1
TX-0000286,BATCH-2025-0037,EVT-000519,0xffb65eb22104951e8a8854cf7fc783e96d3b00e5276c793326297d4d6a4a4149,18750572,2025-04-02T02:15:45+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a8464535c50bc621e47cd147f08979f4566794b,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.004308,verified,1
TX-0000287,BATCH-2025-0037,EVT-000520,0x02f03f63875a32a149328e1f9271989abdd090ef01d3b2800f38c13200251e3b,18750287,2025-04-04T18:24:04+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x54731d651e088145fae50d387e297d828bf5ec1e,0x194a92645fcecf4019ff6403350656ef65799ac7,0.002804,pending,1
TX-0000288,BATCH-2025-0037,EVT-000520,0xb1ae6370ec3852ee6acf2a3895e4c5a3ac2604bd85a3103ed8dc67efec412a73,18750576,2025-04-04T19:31:04+07:00,LogisticsLoadedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x48024a23b243d46f23c5667dad406ecbe350d59d,0x02f6ae28a8bc0295b6a748ec9e5b4fcc26f322b6,0.001499,verified,1
TX-0000289,BATCH-2025-0037,EVT-000521,0x93067dfffb21d9f895dfcdccd26782963bde71da9d943d4697f9db40d596aaa3,18750867,2025-04-06T04:29:46+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x219192e7da2a1240c3d852bb2207b9e0a9dfe9a3,0xbc6f5f21341d0624bd80bd575daccc0a97abbb5b,0.004068,verified,1
TX-0000290,BATCH-2025-0038,EVT-000522,0x460aab5c0a958f138303b4bc5b46937ba23a0b1c65c753341f980c4790f51642,18751160,2025-05-08T13:40:34+07:00,BatchCreated,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xf05c06339c2d08fca18a97e2564226ed65c331a7,0x130bff08cb1e93261989dec891038bbedaa63f72,0.003294,verified,1
TX-0000291,BATCH-2025-0038,EVT-000525,0x83a4147e34cd2748a64385ce124c3fe3f24138e494aa4a5b3bda0eeb922a869a,18750873,2025-05-11T12:36:17+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0x85e833fc0ae3c81af4a1e9af3adbd1fa0a5f1662,0.004226,verified,1
TX-0000292,BATCH-2025-0038,EVT-000526,0x94e3f32517447ad339a28a2d04ae25deb847800b607b362483bcf4c5df9a078a,18750292,2025-05-15T20:02:21+07:00,RedryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0x85e833fc0ae3c81af4a1e9af3adbd1fa0a5f1662,0.002737,verified,1
TX-0000293,BATCH-2025-0038,EVT-000527,0xb9cd6b714c0953dbc3699b59871142bea3aa39901c4a672dab49a55b1bb74c4d,18750293,2025-05-16T13:29:50+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0xc76fad37513081ba512e6bcea02a119968c62597,0.006245,verified,1
TX-0000294,BATCH-2025-0038,EVT-000530,0x3f16efababf0c407d44cd315a3b8515d059639dc541881a46408ff69ca9fb76c,18750588,2025-05-21T10:30:59+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0xe1de79e5b96cc1bac99cc3b44e7b80a0d343edef,0.003084,verified,1
TX-0000295,BATCH-2025-0038,EVT-000533,0xcc4d7f116e720b43c8f53be8a357efb0201e72ec97971fd950b05229e5bcd5ba,18750590,2025-05-28T02:28:20+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0xc76fad37513081ba512e6bcea02a119968c62597,0.00153,verified,1
TX-0000296,BATCH-2025-0038,EVT-000534,0x8c89f72e631c8a95001098904502db7b1b51159c56c4c483a2530b55c0471b7f,18750888,2025-05-31T06:39:20+07:00,PackingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0xe1de79e5b96cc1bac99cc3b44e7b80a0d343edef,0.003217,verified,1
TX-0000297,BATCH-2025-0038,EVT-000535,0x58d46a1b13d11b7fe38ce74a51230935c20a69947e01580c82e4efd88665ac11,18750594,2025-06-01T01:11:46+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xaf32dec53305dd933ad62279caed953c7f1a404e,0x6cc44eb2ed41a0e4ce58ebd34572f2a35818e3fd,0.000544,verified,1
TX-0000298,BATCH-2025-0038,EVT-000536,0x57d37cece7f4a2dd39b4cbb643d7727bbe729b598fc35d9fd0bf3ca40ec5bcb4,18750298,2025-06-01T11:38:28+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8a7cd7981672194a085e84a018977826257ea103,0x0abbd3408921fcc67d891e91f96ca32904fdbc77,0.002775,verified,1
TX-0000299,BATCH-2025-0038,EVT-000537,0x185f26282e07d8e96264ae44996a92d04f2bc42dc61fc75d3e0ac219b41df7f0,18751196,2025-06-03T08:36:55+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa1f5c168921deaf093b44fedc90065a983a65d87,0xde220b071a37052226bd6ddc42934f6112374464,0.003863,verified,1
TX-0000300,BATCH-2025-0039,EVT-000542,0x71027ee164050195476c50aecbe37b2c71789b57bd75ff3e71ae2213e96fd965,18751200,2025-03-02T06:22:15+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96280d91c075747fea40e15130a6f7c3755fba17,0xbd436cbb2f9944c81a62a9a772d6da769a69318e,0.002237,verified,1
TX-0000301,BATCH-2025-0039,EVT-000544,0x040c74e09cc84d0ed3fbeeaa9e36bde9460e0ad6588d221005b146b4699afa7e,18750301,2025-03-07T17:52:02+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96280d91c075747fea40e15130a6f7c3755fba17,0xe448c727da2253335681d75e652aaac47adf01ab,0.003465,pending,1
TX-0000302,BATCH-2025-0039,EVT-000546,0xc36c57563008fce15858572ccfa46fa01c6517a09d8d5176d000618ac6c01ccc,18750604,2025-03-11T13:10:02+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96280d91c075747fea40e15130a6f7c3755fba17,0x43b64a09732c2f2a78729ce0f7f108649dcf71ad,0.000732,pending,1
TX-0000303,BATCH-2025-0039,EVT-000547,0xf5c3e9ec6534d5f4952aff39d08e08c888351c065f4f0e1db880d205cc472e86,18750909,2025-03-12T07:51:49+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96280d91c075747fea40e15130a6f7c3755fba17,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.00163,pending,1
TX-0000304,BATCH-2025-0039,EVT-000548,0x0a4b7a40e9acead97d099e38924fca3bf442ef37a8580d12cb40c12b0c351c42,18750304,2025-03-13T06:43:21+07:00,GradingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96280d91c075747fea40e15130a6f7c3755fba17,0xa99e2143c452451e3a42ece708e730b940aae195,0.005987,pending,1
TX-0000305,BATCH-2025-0039,EVT-000548,0xcc6e896f1796f1c851b2ae90a30298dc0c0e666aa1e17ee4a05f98f3a8de3f01,18751525,2025-03-13T07:59:21+07:00,GradingCompletedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x437f6a0997efee3fd0683cb25aa729950b99248d,0x64dffb3d9a15806bfc328de252ca5de07ae511e6,0.00457,verified,1
TX-0000306,BATCH-2025-0039,EVT-000550,0x1e95f4a214c3323d20d65637355ec3b67440ec315d5a77f145337c50a71e338f,18751224,2025-03-14T18:13:12+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96280d91c075747fea40e15130a6f7c3755fba17,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.002138,verified,1
TX-0000307,BATCH-2025-0040,EVT-000555,0xb10833b9de38f9c235648f0f3af6bdfb7835e7ab8ed6d19f6adacf3a9b03270d,18750614,2025-01-26T10:24:08+07:00,WeightRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x30e9dbd050039909bf6499610f54b0a12063b9d1,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.001451,verified,1
TX-0000308,BATCH-2025-0040,EVT-000558,0x942473804d3f644719e98aaef058746dea4f2a3cfc75e810ae623dbf2cf48365,18751232,2025-01-27T23:27:05+07:00,StorageRegistered,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x30e9dbd050039909bf6499610f54b0a12063b9d1,0x0ab81d17b916c730d45f35c5524f98ab696b14a5,0.003131,verified,1
TX-0000309,BATCH-2025-0040,EVT-000559,0x11d8059581409c4a2515e333750b6d662488a2db66db1be69f5dafb9d0f6635f,18750618,2025-01-31T14:16:09+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x30e9dbd050039909bf6499610f54b0a12063b9d1,0x1f1e5f0ba99a6349cc859b32c7a284baba1c3396,0.001976,verified,1
TX-0000310,BATCH-2025-0040,EVT-000560,0x212f9d64edb7bd1d36376614f5cc832d427f9370a7e1220e89cb0f12625a8433,18751240,2025-01-31T21:58:37+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x30e9dbd050039909bf6499610f54b0a12063b9d1,0x7dd16409dcf043e06a49a0eae1885d16ac970b6b,0.002657,verified,1
TX-0000311,BATCH-2025-0040,EVT-000561,0x7e1b7e0caf7ea27e3b07b02f3a513ef45e294bce964c4d34b84d0c277a991a90,18750933,2025-02-01T06:09:04+07:00,PackingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x30e9dbd050039909bf6499610f54b0a12063b9d1,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.004124,verified,1
TX-0000312,BATCH-2025-0040,EVT-000562,0xe9a0c86cf475accaa2bd5c9ce3ab7081dbdc68d9a1620bd72d5f0cb18fa2e087,18751248,2025-02-01T12:43:57+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x30e9dbd050039909bf6499610f54b0a12063b9d1,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.000948,verified,1
TX-0000313,BATCH-2025-0040,EVT-000563,0x8722f0fdd301f12754369af4171e90e5af8d2c6ca14053a471532818b5331ce1,18750939,2025-02-02T06:21:06+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x21c73c3b85ffa0d5faf6c9813f1fec7485b3e509,0xd4104ab03f20779aac52b7fbe87cb6d611f02b89,0.004001,verified,1
TX-0000314,BATCH-2025-0040,EVT-000564,0xc626b0460a2797147aa3f02a6e8cdd1c79024e247d1f7ce9bc53fb9be1faf810,18751256,2025-02-02T21:51:44+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xb42d49cc17c7506ddcc87823d4ebd9050f1bc7c1,0x73d6a903677f372423d0775cb2fc1a8e36e9d568,0.002318,pending,1
TX-0000315,BATCH-2025-0040,EVT-000564,0xb5e4f7d71bd3fc2bce5aafc384bee92816720024d043aec52961afa80506fd1f,18751575,2025-02-02T22:57:44+07:00,OwnershipTransferredRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xd38b0c0163064d1dec0e6dd9f99179b975d2d448,0x03f97a15dbdc47a419729327517b6569355dd6e8,0.003755,pending,1
TX-0000316,BATCH-2025-0041,EVT-000567,0xc740b19472d5695f2dd4c873daad8ab27596f92ab48c5e92e4337cc1d732488e,18750948,2025-04-28T06:36:36+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0xa1d9190cab80ac4f743f0a8f935dac0571919c5a,0.00724,verified,1
TX-0000317,BATCH-2025-0041,EVT-000568,0x48984fa49d4102f5764603ef58ff02cfdfd9cb4d6486f66ec8ec2e9bbd2e159a,18750951,2025-04-29T13:51:23+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0x6c64fb0cf738c2cbb84e0601955c5f403592bced,0.00075,verified,1
TX-0000318,BATCH-2025-0041,EVT-000569,0xf10a3bc5a5e10a2ab2a6dc8778c08ebf47dc92930b639571628d0f0a6524af24,18751272,2025-05-01T06:38:30+07:00,RedryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0x2a51d8d6f82a0ea30ad5311eeb33ef3f03863215,0.000969,verified,1
TX-0000319,BATCH-2025-0041,EVT-000570,0x3f7e88475ea6b40668e0d2ec27d134c0be33e1403e8aa6cb8822545f68a9f5bd,18750319,2025-05-04T06:34:27+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0x6c64fb0cf738c2cbb84e0601955c5f403592bced,0.002963,verified,1
TX-0000320,BATCH-2025-0041,EVT-000572,0x8b0fb496fb59a7791ab5ac150a3658e712330966f7c3aec16d2eab8a7a98de29,18751280,2025-05-06T15:12:29+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0xc76fad37513081ba512e6bcea02a119968c62597,0.001654,verified,1
TX-0000321,BATCH-2025-0041,EVT-000576,0x3721ca74e1c7b01ca3923822d019e7312d06868c77a02238c8bd99f2b4b567c4,18750642,2025-05-11T11:30:46+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0x71139abe5f2fd8c88aecace5647c49b84167ebe5,0.001422,verified,1
TX-0000322,BATCH-2025-0041,EVT-000577,0xc27729e80383d80b4020a662e06e7beba55c1347d4c961013ebc9253c3197467,18750322,2025-05-12T08:42:54+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3f1f3f284b3354944ec308c3d53cc0de23784cbb,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.002209,verified,1
TX-0000323,BATCH-2025-0041,EVT-000578,0x55a0211ef729ad2aa8f746dccd95d778a7fc4cdac651f76b788c2d03c33b6823,18750969,2025-05-14T07:35:08+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x845f995166830be64e3f434f05a9498b90f7c028,0x982412da79c04a7d10fd391d5e116677a140ea9a,0.001098,verified,1
TX-0000324,BATCH-2025-0041,EVT-000579,0x4fd1cf93c3d3195d4685af36eed93fa7e7a3c19496e41ca5924d0df0dd6a54ec,18750972,2025-05-14T20:20:49+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x29b3c96d1eb661ce71c6bd788eccf7462fd45ade,0x9f4672aaf369f8f4e67540f09fadd99249929d22,0.003154,verified,1
TX-0000325,BATCH-2025-0042,EVT-000582,0x61caf16c9e20ab14628270b425028a00ebd8e24354a96f8e49ab59a25109e303,18751300,2025-03-03T06:07:18+07:00,WeightRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x23c931b218c60116b7c9dc8bc5991e4fdb48ec4d,0xe1de79e5b96cc1bac99cc3b44e7b80a0d343edef,0.000595,verified,1
TX-0000326,BATCH-2025-0042,EVT-000585,0x97b298839f8ebda981c9649f65c6ce18fd97fad24ccab80eba095e7adc5dd4fa,18750652,2025-03-04T15:33:37+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x23c931b218c60116b7c9dc8bc5991e4fdb48ec4d,0x6c64fb0cf738c2cbb84e0601955c5f403592bced,0.001089,verified,1
TX-0000327,BATCH-2025-0042,EVT-000586,0x9f6daee3c4b0bfebcdb9d39637fccb6df9d4bd503cf80a25d85503eaf0da8422,18750327,2025-03-06T10:00:31+07:00,RedryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x23c931b218c60116b7c9dc8bc5991e4fdb48ec4d,0x99eaa17816f91d69a8dd65376d6f42b8bb8f6f4e,0.000621,verified,1
TX-0000328,BATCH-2025-0042,EVT-000588,0xbae363b0d3c8e249139bd6834d92e9fd620770a2ae7a703b34864aea086c86cf,18750328,2025-03-08T02:24:13+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x23c931b218c60116b7c9dc8bc5991e4fdb48ec4d,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.002595,verified,1
TX-0000329,BATCH-2025-0042,EVT-000591,0xa8bef8cfff472248e1751e124b0254b9c5ed288136556d532031a1b45718ab1b,18750987,2025-03-10T19:28:37+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x23c931b218c60116b7c9dc8bc5991e4fdb48ec4d,0x71139abe5f2fd8c88aecace5647c49b84167ebe5,0.00177,verified,1
TX-0000330,BATCH-2025-0042,EVT-000593,0xf21453403df8f4feec19fa2602db52b28d87bf512e2c9ad12d2b66807fa64186,18750990,2025-03-12T00:48:58+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x23c931b218c60116b7c9dc8bc5991e4fdb48ec4d,0x7dd16409dcf043e06a49a0eae1885d16ac970b6b,0.00162,verified,1
TX-0000331,BATCH-2025-0042,EVT-000594,0x4c7f33c554ef298a4669338e8532ca54bf5707a3bdadad39fa54a64ba19afb30,18751324,2025-03-14T08:40:42+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x845f995166830be64e3f434f05a9498b90f7c028,0x3680045a8a4a8ef7fdf2fcad4c000f8f46e0bf26,0.002751,verified,1
TX-0000332,BATCH-2025-0042,EVT-000596,0x6151a6b7931a25758d8b9ee2a6bbdc9d76fd5477495f86d5bfa88ca3192a3cd3,18750996,2025-03-17T06:53:51+07:00,RetailReceived,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x0c51da0b52eb502c6a2906f0aa58f1f9d533a28b,0xb0417ad642a79c62a02fc50275f3cabdefafa748,0.004357,verified,1
TX-0000333,BATCH-2025-0043,EVT-000599,0x8044e1520933e78c88fceca8a19e887932720c745994616cf4cd60b7f34367fe,18750333,2025-04-24T17:12:02+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x12eee002e878c15efa2c4be62573808437dc36e0,0xe88b73e08ce78a07e22d646da0d8d0d03ec4f5ac,0.002054,verified,1
TX-0000334,BATCH-2025-0043,EVT-000602,0xa619c19308f51549d21e17198a2a19dd3e21c85ecca4bfcce73a31cc36e327a8,18751002,2025-04-29T02:27:31+07:00,StorageRegistered,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x12eee002e878c15efa2c4be62573808437dc36e0,0xa8fa613d2a3a8e86c8edf33b780b34d9ba6d68a4,0.002121,verified,1
TX-0000335,BATCH-2025-0043,EVT-000603,0x938cfde1134521d5e6c73acc7bd504846126305a852517706a317d878dddcff6,18751005,2025-05-01T06:45:44+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x12eee002e878c15efa2c4be62573808437dc36e0,0x07dabd492e2e8c760006f443020fd2038132a6f6,0.004227,verified,1
TX-0000336,BATCH-2025-0043,EVT-000604,0x6a4c4581206f4fab267b35a38ca1ff48770eb986011d4f3489f2a9956930b9e9,18751008,2025-05-03T15:06:37+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x12eee002e878c15efa2c4be62573808437dc36e0,0xdbbfe3a3fdbab127c401c566cfa4a4ea6f6d45a7,0.005635,pending,1
TX-0000337,BATCH-2025-0043,EVT-000605,0xc544dcade2f316e05b5ce249dba5441f656c8288686212d3b62742e170eb78e7,18750337,2025-05-04T08:04:49+07:00,GradingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x12eee002e878c15efa2c4be62573808437dc36e0,0xeceea8669633b14dd1d0a92a1b75873335ec04b1,0.003712,failed,0
TX-0000338,BATCH-2025-0043,EVT-000607,0xf5ab629c6ad544236f39892b3ff287cca25adb0c611d615275147a0e5f1308db,18750338,2025-05-06T21:38:16+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x12eee002e878c15efa2c4be62573808437dc36e0,0x6cc44eb2ed41a0e4ce58ebd34572f2a35818e3fd,0.001183,verified,1
TX-0000339,BATCH-2025-0043,EVT-000608,0xa85a9d3c777087affb15c7eaea01694f6c45eca1a0ee12fa1522c62414d51c6c,18751356,2025-05-07T15:18:15+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x4b5a1c1ae2b9fe3d4153ade84e3262208bd14b5a,0xedbcef86c28bfcc427747e6351d2803efff37192,0.006755,pending,1
TX-0000340,BATCH-2025-0043,EVT-000608,0x0c4308a3dc5fe7bf86dfe4a7a1cfa5f0d8120ef14a926d595a5248ce2debf47f,18751700,2025-05-07T15:44:15+07:00,LogisticsLoadedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7bf3709d2c58d5b8ca9f3046f2fbf0afeb64f477,0xa3ab8ec975943730d368315ed4ef458efaf3358b,0.006125,verified,1
TX-0000341,BATCH-2025-0043,EVT-000609,0x9c24e689fd9bf190569f8db409c4b37397164b258f7f03f62006a9cb2c90890e,18751364,2025-05-09T14:11:56+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xdaf223b146d65b858c617891c403199bd5f8dbec,0x8b7a820f262c6433c5c9602662c2c404c9fb529d,0.001879,verified,1
TX-0000342,BATCH-2025-0044,EVT-000611,0x49ce2657cf653b3e32cd9955b218eade7d908b4d78d69a5aa124ba1c101a913b,18751026,2025-05-19T06:32:01+07:00,WeightRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa6ed9dc803e56ac1cad31ad5947054b3396543a5,0x077f3d9fe6c64e319e042886899ca68d33434c5a,0.002118,verified,1
TX-0000343,BATCH-2025-0044,EVT-000613,0x3425681f5afc39c3d77b56771a85ab3c6880f18d923bbe59a251b50852929ae7,18751372,2025-05-20T15:15:05+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa6ed9dc803e56ac1cad31ad5947054b3396543a5,0xe7839d76abd199c3cb5d0b48a5fb54d68464d5b1,0.007939,failed,0
TX-0000344,BATCH-2025-0044,EVT-000616,0x29b81c5519c942daf35abdfa8af2eab8f5f7f519ec1d204d083c5624f7ba225f,18750688,2025-05-27T14:01:24+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa6ed9dc803e56ac1cad31ad5947054b3396543a5,0x41faec0475418a92848f923af20ba4f9834ec1a9,0.002852,verified,1
TX-0000345,BATCH-2025-0044,EVT-000619,0xfc435292b370063cc1e2861cae33b6ad2c01c5b1f0b6cfc7ab09e9b8d03f4695,18751035,2025-05-31T06:29:56+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa6ed9dc803e56ac1cad31ad5947054b3396543a5,0x077f3d9fe6c64e319e042886899ca68d33434c5a,0.001177,verified,1
