edge_id,source_node_id,target_node_id,relation_type,timestamp,event_id,batch_id,event_type,process_stage,actor_id,facility_id,machine_id,duration_min,input_weight_kg,output_weight_kg,loss_weight_kg,process_status,delay_flag,anomaly_flag,route_variant,time_since_prev_min,capacity_utilization,reroute_flag,rework_flag,estimated_moisture,estimated_humidity_pressure,estimated_temp_stress,condition_score
EDGE-001324,TRK-X006,DST-MTR-001,delivered_to,2025-02-02T19:17:19+07:00,EVT-001324,BATCH-2025-0091,distribution,distribution,DST-MTR-001,DST-MTR-001,TRK-X006,1730,1723.28,1713.96,9.32,success,1,1,clean_first,2059.92,0.031,0,0,14.342,0.084,2.72,0.411
EDGE-001325,DST-MTR-001,RTL-X008,supplied_to,2025-02-04T19:15:32+07:00,EVT-001325,BATCH-2025-0091,retail_delivery,retail,RTL-X008,RTL-X008,UNASSIGNED_MACHINE,303,1713.96,1702.93,11.03,success,0,0,clean_first,1148.21,0.118,0,0,14.342,0.084,2.72,0.433
EDGE-001326,FAR-JTG-006,BATCH-2025-0092,produces,2025-04-13T14:52:00+07:00,EVT-001326,BATCH-2025-0092,harvest,harvest,FAR-JTG-006,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,130,0.0,5136.1,0.0,success,0,0,clean_first,0.0,0.0,0,0,25.61,0.274,0.0,0.274
EDGE-001327,BATCH-2025-0092,FAC-JTG-001,arrives_at,2025-04-14T20:02:00+07:00,EVT-001327,BATCH-2025-0092,weighing,weighing,FAR-JTG-006,FAC-JTG-001,UNASSIGNED_MACHINE,38,5136.1,5142.95,0.0,success,1,0,clean_first,1620.0,0.104,0,0,25.61,0.274,0.0,0.274
EDGE-001328,BATCH-2025-0092,FAC-JTG-001,cleaned_at,2025-04-15T06:09:41+07:00,EVT-001328,BATCH-2025-0092,cleaning,cleaning,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,92,5142.95,5076.44,66.51,success,0,0,clean_first,140.69,0.104,0,0,25.778,0.274,0.0,0.096
EDGE-001329,BATCH-2025-0092,MCH-DRY-002,processed_by,2025-04-16T11:10:59+07:00,EVT-001329,BATCH-2025-0092,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-002,676,5076.44,4639.52,436.92,warning,1,1,clean_first,1649.3,0.167,0,0,16.216,0.062,0.952,0.337
EDGE-001330,BATCH-2025-0092,WRH-X004,stored_at,2025-04-17T06:37:01+07:00,EVT-001330,BATCH-2025-0092,storage,storage,WRH-X004,WRH-X004,UNASSIGNED_MACHINE,3527,4639.52,4614.22,25.29,success,0,0,clean_first,490.03,0.053,0,0,16.598,0.571,0.952,0.086
EDGE-001331,BATCH-2025-0092,VAL-002,verified_by,2025-04-20T02:34:27+07:00,EVT-001331,BATCH-2025-0092,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,10,4614.22,4614.22,0.0,success,0,0,clean_first,550.43,0.138,0,0,16.598,0.571,0.952,0.219
EDGE-001332,BATCH-2025-0092,LAB-X003,quality_checked_by,2025-04-20T17:48:47+07:00,EVT-001332,BATCH-2025-0092,quality_check,quality_check,LAB-X003,LAB-X003,UNASSIGNED_MACHINE,78,4614.22,4614.22,0.0,failed,0,0,clean_first,904.34,0.162,0,0,16.927,0.571,0.952,0.799
EDGE-001333,BATCH-2025-0092,FAC-JTG-001,reprocessed_at,2025-04-21T15:30:27+07:00,EVT-001333,BATCH-2025-0092,reprocessing,reprocessing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,369,4614.22,4467.92,146.31,failed,0,0,clean_first,1223.66,0.104,0,1,15.848,0.571,0.952,0.935
EDGE-001334,BATCH-2025-0092,LAB-X006,quality_checked_by,2025-04-22T11:26:35+07:00,EVT-001334,BATCH-2025-0092,quality_check,quality_check,LAB-X006,LAB-X006,UNASSIGNED_MACHINE,62,4467.92,4467.92,0.0,warning,0,1,clean_first,827.14,0.165,1,0,16.163,0.571,0.952,0.648
EDGE-001335,BATCH-2025-0092,MCH-MIL-X004,milled_by,2025-04-23T17:36:59+07:00,EVT-001335,BATCH-2025-0092,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-X004,425,4467.92,2978.82,1489.1,warning,1,1,clean_first,1748.4,0.084,0,0,16.163,0.571,1.846,0.611
EDGE-001336,BATCH-2025-0092,FAC-JTG-001,packed_at,2025-04-24T11:00:10+07:00,EVT-001336,BATCH-2025-0092,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,129,2978.82,2960.95,17.87,success,0,0,clean_first,618.19,0.104,0,0,16.163,0.571,1.846,0.168
EDGE-001337,BATCH-2025-0092,VAL-002,verified_by,2025-04-26T08:52:37+07:00,EVT-001337,BATCH-2025-0092,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,6,2960.95,2960.95,0.0,success,1,0,clean_first,2623.45,0.205,0,0,16.163,0.571,1.846,0.672
EDGE-001338,WRH-X004,TRK-NTB-001,loaded_to,2025-04-27T14:11:07+07:00,EVT-001338,BATCH-2025-0092,loading,logistics,WRH-X004,WRH-X004,TRK-NTB-001,111,2960.95,2946.3,14.65,success,1,0,clean_first,1752.5,0.066,0,0,16.163,0.571,1.846,0.51
EDGE-001339,TRK-NTB-001,DST-PLG-001,delivered_to,2025-04-29T06:21:09+07:00,EVT-001339,BATCH-2025-0092,distribution,distribution,DST-PLG-001,DST-PLG-001,TRK-NTB-001,1486,2946.3,2944.08,2.22,success,1,0,clean_first,2299.04,0.038,0,0,16.163,0.571,1.846,0.514
EDGE-001340,DST-PLG-001,RTL-X008,supplied_to,2025-05-01T02:32:11+07:00,EVT-001340,BATCH-2025-0092,retail_delivery,retail,RTL-X008,RTL-X008,UNASSIGNED_MACHINE,281,2944.08,2927.53,16.55,delayed,1,0,clean_first,1165.03,0.292,0,0,16.163,0.571,1.846,0.562
EDGE-001341,FAR-JBR-003,BATCH-2025-0093,produces,2025-05-21T14:52:00+07:00,EVT-001341,BATCH-2025-0093,harvest,harvest,FAR-JBR-003,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,159,0.0,2299.0,0.0,success,0,0,storage_first,0.0,0.0,0,0,28.6,0.544,0.0,0.544
EDGE-001342,BATCH-2025-0093,FAC-JBR-001,arrives_at,2025-05-23T06:03:00+07:00,EVT-001342,BATCH-2025-0093,weighing,weighing,FAR-JBR-003,FAC-JBR-001,UNASSIGNED_MACHINE,37,2299.0,2301.37,0.0,delayed,1,0,storage_first,1860.0,0.122,0,0,28.6,0.544,0.0,0.544
EDGE-001343,BATCH-2025-0093,MCH-DRY-X002,processed_by,2025-05-23T12:06:59+07:00,EVT-001343,BATCH-2025-0093,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X002,705,2301.37,2114.42,186.95,success,0,1,storage_first,326.99,0.068,0,0,18.569,0.311,0.822,0.832
EDGE-001344,BATCH-2025-0093,WRH-X001,stored_at,2025-05-24T12:33:21+07:00,EVT-001344,BATCH-2025-0093,storage,storage,WRH-X001,WRH-X001,UNASSIGNED_MACHINE,2134,2114.42,2088.92,25.5,success,0,0,storage_first,761.37,0.065,0,0,18.724,0.921,0.822,0.341
EDGE-001345,BATCH-2025-0093,MCH-MIL-X002,milled_by,2025-05-28T10:58:54+07:00,EVT-001345,BATCH-2025-0093,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-X002,398,2088.92,1187.94,900.98,warning,1,1,storage_first,3531.54,0.055,0,0,18.724,0.921,3.281,1.202
EDGE-001346,BATCH-2025-0093,MCH-SRT-001,finished_by,2025-05-28T21:33:13+07:00,EVT-001346,BATCH-2025-0093,grading,finishing,FAC-JBR-001,FAC-JBR-001,MCH-SRT-001,207,1187.94,1153.23,34.71,warning,0,0,storage_first,236.32,0.159,0,0,18.724,0.921,3.281,0.573
EDGE-001347,BATCH-2025-0093,FAC-JBR-001,packed_at,2025-05-31T06:23:15+07:00,EVT-001347,BATCH-2025-0093,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,119,1153.23,1143.69,9.54,success,1,0,storage_first,2837.03,0.122,0,0,18.724,0.921,3.281,0.258
EDGE-001348,BATCH-2025-0093,VAL-001,verified_by,2025-06-01T07:10:59+07:00,EVT-001348,BATCH-2025-0093,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,3,1143.69,1143.69,0.0,warning,0,0,storage_first,1368.74,0.068,0,0,18.724,0.921,3.281,0.424
EDGE-001349,WRH-X001,TRK-X004,loaded_to,2025-06-02T06:30:20+07:00,EVT-001349,BATCH-2025-0093,loading,logistics,WRH-X001,WRH-X001,TRK-X004,173,1143.69,1137.96,5.72,success,0,0,storage_first,1248.34,0.038,0,0,18.724,0.921,3.281,0.377
EDGE-001350,TRK-X004,DST-SBY-001,delivered_to,2025-06-05T12:53:31+07:00,EVT-001350,BATCH-2025-0093,distribution,distribution,DST-SBY-001,DST-SBY-001,TRK-X004,459,1137.96,1134.68,3.29,success,1,0,storage_first,4530.19,0.033,0,0,18.724,0.921,3.281,0.312
EDGE-001351,DST-SBY-001,RTL-MTR-001,supplied_to,2025-06-06T09:50:40+07:00,EVT-001351,BATCH-2025-0093,retail_delivery,retail,RTL-MTR-001,RTL-MTR-001,UNASSIGNED_MACHINE,140,1134.68,1134.42,0.26,success,0,0,storage_first,798.16,0.183,0,0,18.724,0.921,3.281,0.371
EDGE-001352,FAR-SSL-015,BATCH-2025-0094,produces,2025-06-05T19:08:00+07:00,EVT-001352,BATCH-2025-0094,harvest,harvest,FAR-SSL-015,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,135,0.0,3995.2,0.0,success,0,0,standard,0.0,0.0,0,0,26.31,0.812,0.0,0.812
EDGE-001353,BATCH-2025-0094,FAC-SSL-001,arrives_at,2025-06-08T08:23:00+07:00,EVT-001353,BATCH-2025-0094,weighing,weighing,FAR-SSL-015,FAC-SSL-001,UNASSIGNED_MACHINE,45,3995.2,3998.86,0.0,delayed,1,0,standard,3540.0,0.123,0,0,26.31,0.812,0.0,0.812
EDGE-001354,BATCH-2025-0094,FAC-SSL-001,cleaned_at,2025-06-09T06:39:19+07:00,EVT-001354,BATCH-2025-0094,cleaning,cleaning,FAC-SSL-001,FAC-SSL-001,UNASSIGNED_MACHINE,81,3998.86,3939.78,59.08,warning,0,0,standard,851.33,0.123,0,0,26.201,0.812,0.0,0.284
EDGE-001355,BATCH-2025-0094,MCH-DRY-X007,processed_by,2025-06-12T06:13:38+07:00,EVT-001355,BATCH-2025-0094,drying,drying,FAC-SSL-001,FAC-SSL-001,MCH-DRY-X007,762,3939.78,3648.97,290.8,warning,1,1,standard,3846.32,0.119,0,0,17.55,0.592,0.963,0.908
EDGE-001356,BATCH-2025-0094,LAB-SSL-001,quality_checked_by,2025-06-14T06:10:29+07:00,EVT-001356,BATCH-2025-0094,quality_check,quality_check,LAB-SSL-001,LAB-SSL-001,UNASSIGNED_MACHINE,45,3648.97,3648.97,0.0,success,1,0,standard,1766.85,0.101,0,1,17.55,0.592,0.963,1.141
EDGE-001357,BATCH-2025-0094,MCH-DRY-X001,reprocessed_by,2025-06-16T13:20:30+07:00,EVT-001357,BATCH-2025-0094,re_drying,drying,FAC-SSL-001,FAC-SSL-001,MCH-DRY-X001,113,3648.97,3571.7,77.27,warning,1,1,standard,3265.0,0.161,1,1,14.845,0.534,1.897,1.329
EDGE-001358,BATCH-2025-0094,LAB-X007,quality_checked_by,2025-06-17T09:53:21+07:00,EVT-001358,BATCH-2025-0094,quality_check,quality_check,LAB-X007,LAB-X007,UNASSIGNED_MACHINE,74,3571.7,3571.7,0.0,warning,0,0,standard,1119.85,0.162,0,0,15.071,0.534,1.897,0.631
EDGE-001359,BATCH-2025-0094,WRH-SSL-001,stored_at,2025-06-18T02:03:29+07:00,EVT-001359,BATCH-2025-0094,storage,storage,WRH-SSL-001,WRH-SSL-001,UNASSIGNED_MACHINE,2837,3571.7,3543.8,27.9,warning,0,0,standard,896.14,0.079,0,0,15.676,0.924,1.897,0.57
EDGE-001360,BATCH-2025-0094,VAL-003,verified_by,2025-06-20T20:19:47+07:00,EVT-001360,BATCH-2025-0094,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,5,3543.8,3543.8,0.0,success,0,0,standard,1139.3,0.169,0,0,15.676,0.924,1.897,0.407
EDGE-001361,BATCH-2025-0094,LAB-X004,quality_checked_by,2025-06-22T06:40:27+07:00,EVT-001361,BATCH-2025-0094,inspection,quality_check,LAB-X004,LAB-X004,UNASSIGNED_MACHINE,124,3543.8,3543.8,0.0,success,1,1,standard,1639.66,0.133,1,0,15.676,0.924,1.897,1.094
EDGE-001362,BATCH-2025-0094,FAC-SSL-001,reprocessed_at,2025-06-23T06:15:29+07:00,EVT-001362,BATCH-2025-0094,reprocessing,reprocessing,FAC-SSL-001,FAC-SSL-001,UNASSIGNED_MACHINE,209,3543.8,3451.41,92.39,success,0,1,standard,1105.03,0.123,0,1,14.979,0.924,1.897,1.1
EDGE-001363,BATCH-2025-0094,LAB-X008,quality_checked_by,2025-06-24T17:27:25+07:00,EVT-001363,BATCH-2025-0094,quality_check,quality_check,LAB-X008,LAB-X008,UNASSIGNED_MACHINE,73,3451.41,3451.41,0.0,warning,1,0,standard,1902.93,0.083,0,0,15.055,0.924,1.897,1.075
EDGE-001364,BATCH-2025-0094,MCH-MIL-X008,milled_by,2025-06-26T12:29:31+07:00,EVT-001364,BATCH-2025-0094,milling,milling,FAC-SSL-001,FAC-SSL-001,MCH-MIL-X008,248,3451.41,2228.43,1222.98,warning,1,0,standard,2509.11,0.143,0,0,15.055,0.924,2.733,0.573
EDGE-001365,BATCH-2025-0094,FAC-SSL-001,packed_at,2025-06-27T12:16:47+07:00,EVT-001365,BATCH-2025-0094,packing,packing,FAC-SSL-001,FAC-SSL-001,UNASSIGNED_MACHINE,60,2228.43,2220.56,7.87,warning,0,0,standard,1179.27,0.123,0,0,15.055,0.924,2.733,0.259
EDGE-001366,BATCH-2025-0094,VAL-X001,verified_by,2025-06-28T11:27:08+07:00,EVT-001366,BATCH-2025-0094,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,5,2220.56,2220.56,0.0,success,0,0,standard,1330.34,0.135,0,0,15.055,0.924,2.733,0.847
EDGE-001367,WRH-SSL-001,TRK-X008,loaded_to,2025-06-29T09:56:29+07:00,EVT-001367,BATCH-2025-0094,loading,logistics,WRH-SSL-001,WRH-SSL-001,TRK-X008,128,2220.56,2207.27,13.29,warning,0,0,standard,1344.35,0.071,0,0,15.055,0.924,2.733,0.872
EDGE-001368,TRK-X008,DST-MTR-001,delivered_to,2025-07-01T17:11:07+07:00,EVT-001368,BATCH-2025-0094,distribution,distribution,DST-MTR-001,DST-MTR-001,TRK-X008,1302,2207.27,2203.37,3.91,success,1,0,standard,3186.64,0.034,0,0,15.055,0.924,2.733,0.712
EDGE-001369,DST-MTR-001,RTL-BDG-001,supplied_to,2025-07-04T02:18:43+07:00,EVT-001369,BATCH-2025-0094,retail_delivery,retail,RTL-BDG-001,RTL-BDG-001,UNASSIGNED_MACHINE,315,2203.37,2185.82,17.54,warning,1,0,standard,2125.6,0.126,0,0,15.055,0.924,2.733,0.675
EDGE-001370,FAR-SSM-017,BATCH-2025-0095,produces,2025-02-04T13:24:00+07:00,EVT-001370,BATCH-2025-0095,harvest,harvest,FAR-SSM-017,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,112,0.0,3567.4,0.0,success,0,0,standard,0.0,0.0,0,0,24.55,0.442,0.0,0.442
EDGE-001371,BATCH-2025-0095,FAC-SSM-001,arrives_at,2025-02-05T21:16:00+07:00,EVT-001371,BATCH-2025-0095,weighing,weighing,FAR-SSM-017,FAC-SSM-001,UNASSIGNED_MACHINE,51,3567.4,3555.66,11.74,success,1,0,standard,1800.0,0.113,0,0,24.55,0.442,0.0,0.442
EDGE-001372,BATCH-2025-0095,FAC-SSM-001,cleaned_at,2025-02-06T06:08:52+07:00,EVT-001372,BATCH-2025-0095,cleaning,cleaning,FAC-SSM-001,FAC-SSM-001,UNASSIGNED_MACHINE,98,3555.66,3475.06,80.6,success,0,0,standard,449.87,0.113,0,0,24.795,0.442,0.0,0.155
EDGE-001373,BATCH-2025-0095,MCH-DRY-X010,processed_by,2025-02-08T06:29:15+07:00,EVT-001373,BATCH-2025-0095,drying,drying,FAC-SSM-001,FAC-SSM-001,MCH-DRY-X010,497,3475.06,3241.35,233.71,delayed,1,0,standard,2316.39,0.091,0,0,16.911,0.351,0.908,0.442
EDGE-001374,BATCH-2025-0095,MCH-DRY-X010,reprocessed_by,2025-02-10T06:50:19+07:00,EVT-001374,BATCH-2025-0095,re_drying,drying,FAC-SSM-001,FAC-SSM-001,MCH-DRY-X010,357,3241.35,3152.39,88.96,success,1,0,standard,2404.07,0.153,0,1,13.95,0.261,1.224,0.947
EDGE-001375,BATCH-2025-0095,WRH-X009,stored_at,2025-02-10T20:06:52+07:00,EVT-001375,BATCH-2025-0095,storage,storage,WRH-X009,WRH-X009,UNASSIGNED_MACHINE,1641,3152.39,3134.79,17.6,success,0,0,standard,439.54,0.058,0,0,13.95,0.375,1.224,0.287
EDGE-001376,BATCH-2025-0095,LAB-X009,quality_checked_by,2025-02-13T06:38:26+07:00,EVT-001376,BATCH-2025-0095,inspection,quality_check,LAB-X009,LAB-X009,UNASSIGNED_MACHINE,119,3134.79,3134.79,0.0,success,1,0,standard,1830.57,0.058,0,0,13.95,0.375,1.224,0.375
EDGE-001377,BATCH-2025-0095,FAC-SSM-001,reprocessed_at,2025-02-15T10:00:34+07:00,EVT-001377,BATCH-2025-0095,reprocessing,reprocessing,FAC-SSM-001,FAC-SSM-001,UNASSIGNED_MACHINE,291,3134.79,3096.0,38.79,success,1,0,standard,2963.13,0.113,0,1,13.588,0.375,1.224,0.375
EDGE-001378,BATCH-2025-0095,MCH-MIL-001,milled_by,2025-02-17T18:41:33+07:00,EVT-001378,BATCH-2025-0095,milling,milling,FAC-SSM-001,FAC-SSM-001,MCH-MIL-001,323,3096.0,1958.45,1137.54,success,1,0,standard,3109.98,0.088,1,0,13.588,0.375,2.651,0.181
EDGE-001379,BATCH-2025-0095,MCH-GRD-X010,finished_by,2025-02-18T10:09:57+07:00,EVT-001379,BATCH-2025-0095,grading,finishing,FAC-SSM-001,FAC-SSM-001,MCH-GRD-X010,155,1958.45,1920.0,38.45,success,0,1,standard,605.41,0.069,0,0,13.588,0.375,2.651,0.445
EDGE-001380,BATCH-2025-0095,FAC-SSM-001,packed_at,2025-02-18T20:03:36+07:00,EVT-001380,BATCH-2025-0095,packing,packing,FAC-SSM-001,FAC-SSM-001,UNASSIGNED_MACHINE,208,1920.0,1904.0,16.0,success,0,0,standard,438.64,0.113,0,0,13.588,0.375,2.651,0.124
EDGE-001381,BATCH-2025-0095,VAL-001,verified_by,2025-02-19T02:53:51+07:00,EVT-001381,BATCH-2025-0095,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,3,1904.0,1904.0,0.0,success,0,0,standard,202.25,0.092,0,0,13.588,0.375,2.651,0.232
EDGE-001382,WRH-X009,TRK-JTG-001,loaded_to,2025-02-19T19:54:39+07:00,EVT-001382,BATCH-2025-0095,loading,logistics,WRH-X009,WRH-X009,TRK-JTG-001,93,1904.0,1895.4,8.6,success,0,0,standard,1017.8,0.074,0,0,13.588,0.375,2.651,0.753
EDGE-001383,TRK-JTG-001,DST-JKT-001,delivered_to,2025-02-20T20:42:35+07:00,EVT-001383,BATCH-2025-0095,distribution,distribution,DST-JKT-001,DST-JKT-001,TRK-JTG-001,906,1895.4,1883.74,11.66,success,0,0,standard,1394.94,0.033,0,0,13.588,0.375,2.651,0.612
EDGE-001384,FAR-JTG-007,BATCH-2025-0096,produces,2025-05-27T14:14:00+07:00,EVT-001384,BATCH-2025-0096,harvest,harvest,FAR-JTG-007,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,210,0.0,3869.9,0.0,success,0,0,storage_first,0.0,0.0,0,0,25.52,0.571,0.0,0.571
EDGE-001385,BATCH-2025-0096,FAC-JTG-001,arrives_at,2025-05-28T17:44:00+07:00,EVT-001385,BATCH-2025-0096,weighing,weighing,FAR-JTG-007,FAC-JTG-001,UNASSIGNED_MACHINE,45,3869.9,3855.38,14.52,success,0,1,storage_first,1440.0,0.153,0,0,25.52,0.571,0.0,0.571
EDGE-001386,BATCH-2025-0096,FAC-JTG-001,cleaned_at,2025-05-29T06:32:37+07:00,EVT-001386,BATCH-2025-0096,cleaning,cleaning,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,71,3855.38,3788.63,66.74,success,0,0,storage_first,653.62,0.153,0,0,25.529,0.571,0.0,0.2
EDGE-001387,BATCH-2025-0096,MCH-DRY-X003,processed_by,2025-05-29T12:57:05+07:00,EVT-001387,BATCH-2025-0096,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X003,661,3788.63,3573.53,215.1,warning,0,0,storage_first,313.47,0.106,0,0,17.1,0.365,1.104,0.613
EDGE-001388,BATCH-2025-0096,MCH-DRY-X004,reprocessed_by,2025-06-02T06:34:34+07:00,EVT-001388,BATCH-2025-0096,re_drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X004,277,3573.53,3509.43,64.1,failed,1,0,storage_first,4277.48,0.126,0,1,14.486,0.117,1.731,1.002
EDGE-001389,BATCH-2025-0096,VAL-001,verified_by,2025-06-02T20:24:44+07:00,EVT-001389,BATCH-2025-0096,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,4,3509.43,3509.43,0.0,success,0,0,storage_first,553.18,0.137,0,0,14.486,0.117,1.731,0.213
EDGE-001390,BATCH-2025-0096,LAB-X003,quality_checked_by,2025-06-03T07:32:24+07:00,EVT-001390,BATCH-2025-0096,inspection,quality_check,LAB-X003,LAB-X003,UNASSIGNED_MACHINE,63,3509.43,3509.43,0.0,warning,0,0,storage_first,663.66,0.132,0,0,14.762,0.117,1.731,0.16
EDGE-001391,BATCH-2025-0096,WRH-X005,stored_at,2025-06-03T23:28:14+07:00,EVT-001391,BATCH-2025-0096,storage,storage,WRH-X005,WRH-X005,UNASSIGNED_MACHINE,2426,3509.43,3456.35,53.08,delayed,1,0,storage_first,892.84,0.045,1,0,15.104,0.665,1.731,0.138
EDGE-001392,BATCH-2025-0096,LAB-JTG-001,quality_checked_by,2025-06-07T20:31:16+07:00,EVT-001392,BATCH-2025-0096,quality_check,quality_check,LAB-JTG-001,LAB-JTG-001,UNASSIGNED_MACHINE,67,3456.35,3456.35,0.0,success,1,0,storage_first,3157.03,0.12,0,0,15.104,0.665,1.731,0.752
EDGE-001393,BATCH-2025-0096,FAC-JTG-001,reprocessed_at,2025-06-10T20:16:48+07:00,EVT-001393,BATCH-2025-0096,reprocessing,reprocessing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,320,3456.35,3413.83,42.52,warning,1,0,storage_first,4238.53,0.153,0,1,14.657,0.665,1.731,0.755
EDGE-001394,BATCH-2025-0096,MCH-MIL-X003,milled_by,2025-06-14T13:10:30+07:00,EVT-001394,BATCH-2025-0096,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-X003,148,3413.83,2197.61,1216.22,success,1,1,storage_first,5013.7,0.091,0,0,14.657,0.665,2.414,0.38
EDGE-001395,BATCH-2025-0096,MCH-GRD-X009,finished_by,2025-06-14T21:36:20+07:00,EVT-001395,BATCH-2025-0096,grading,finishing,FAC-JTG-001,FAC-JTG-001,MCH-GRD-X009,106,2197.61,2133.03,64.59,success,0,0,storage_first,357.83,0.184,1,0,14.657,0.665,2.414,0.441
EDGE-001396,BATCH-2025-0096,FAC-JTG-001,packed_at,2025-06-15T17:32:51+07:00,EVT-001396,BATCH-2025-0096,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,203,2133.03,2125.76,7.27,success,0,0,storage_first,1090.51,0.153,0,0,14.657,0.665,2.414,0.205
EDGE-001397,BATCH-2025-0096,VAL-003,verified_by,2025-06-17T00:55:12+07:00,EVT-001397,BATCH-2025-0096,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,5,2125.76,2125.76,0.0,success,1,0,storage_first,1679.36,0.141,0,0,14.657,0.665,2.414,0.449
EDGE-001398,WRH-X005,TRK-JTM-001,loaded_to,2025-06-18T18:16:54+07:00,EVT-001398,BATCH-2025-0096,loading,logistics,WRH-X005,WRH-X005,TRK-JTM-001,198,2125.76,2123.3,2.46,delayed,1,1,storage_first,2476.69,0.062,0,0,14.657,0.665,2.414,0.748
EDGE-001399,TRK-JTM-001,DST-X008,delivered_to,2025-06-19T09:21:50+07:00,EVT-001399,BATCH-2025-0096,distribution,distribution,DST-X008,DST-X008,TRK-JTM-001,1026,2123.3,2113.4,9.9,delayed,1,1,storage_first,706.93,0.02,0,0,14.657,0.665,2.414,0.707
EDGE-001400,DST-X008,RTL-MKS-001,supplied_to,2025-06-21T13:56:52+07:00,EVT-001400,BATCH-2025-0096,retail_delivery,retail,RTL-MKS-001,RTL-MKS-001,UNASSIGNED_MACHINE,288,2113.4,2104.65,8.74,success,1,0,storage_first,2129.04,0.121,0,0,14.657,0.665,2.414,0.674
EDGE-001401,FAR-JTG-008,BATCH-2025-0097,produces,2025-06-03T19:20:00+07:00,EVT-001401,BATCH-2025-0097,harvest,harvest,FAR-JTG-008,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,194,0.0,5975.3,0.0,success,0,0,direct_milling,0.0,0.0,0,0,28.18,0.377,0.0,0.377
EDGE-001402,BATCH-2025-0097,FAC-JBR-001,arrives_at,2025-06-05T06:12:00+07:00,EVT-001402,BATCH-2025-0097,weighing,weighing,FAR-JTG-008,FAC-JBR-001,UNASSIGNED_MACHINE,32,5975.3,5974.71,0.59,success,1,0,direct_milling,1860.0,0.262,1,0,28.18,0.377,0.0,0.377
EDGE-001403,BATCH-2025-0097,MCH-DRY-002,processed_by,2025-06-05T10:20:28+07:00,EVT-001403,BATCH-2025-0097,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-002,669,5974.71,5394.26,580.45,warning,0,0,direct_milling,216.47,0.301,0,0,17.146,0.321,0.264,0.632
EDGE-001404,BATCH-2025-0097,VAL-002,verified_by,2025-06-06T17:13:43+07:00,EVT-001404,BATCH-2025-0097,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,7,5394.26,5394.26,0.0,success,0,0,direct_milling,1184.26,0.254,0,0,17.146,0.321,0.264,0.061
EDGE-001405,BATCH-2025-0097,WRH-X004,stored_at,2025-06-07T02:12:28+07:00,EVT-001405,BATCH-2025-0097,storage,storage,WRH-X004,WRH-X004,UNASSIGNED_MACHINE,3806,5394.26,5346.66,47.6,success,0,0,direct_milling,531.75,0.098,0,0,17.276,0.766,0.264,0.365
EDGE-001406,BATCH-2025-0097,LAB-X004,quality_checked_by,2025-06-11T08:57:15+07:00,EVT-001406,BATCH-2025-0097,inspection,quality_check,LAB-X004,LAB-X004,UNASSIGNED_MACHINE,122,5346.66,5346.66,0.0,success,1,1,direct_milling,2358.78,0.2,0,0,17.276,0.766,0.264,1.057
EDGE-001407,BATCH-2025-0097,FAC-JBR-001,reprocessed_at,2025-06-11T20:43:32+07:00,EVT-001407,BATCH-2025-0097,reprocessing,reprocessing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,242,5346.66,5261.85,84.81,warning,0,1,direct_milling,584.28,0.262,1,1,16.663,0.766,0.264,1.182
